framework,device_name,input_size,batch_index,compute_count,data_transfer_count,compute_mean_ms,data_transfer_mean_ms,compute_var_ms,data_transfer_var_ms,compute_std_ms,data_transfer_std_ms
OpenCL,NVIDIA A100-SXM4-80GB,25723027456,9.0,2,2,1.834495,42.7486,0.0007972024500000008,0.0352185799999999,0.028234773772778856,0.18766613972690946
OpenCL,NVIDIA A100-SXM4-80GB,25723027456,10.0,2,2,1.8268149999999999,42.600849999999994,2.1012499999999924e-06,0.01536504499999938,0.0014495689014324198,0.12395581874199928
OpenCL,NVIDIA GeForce GTX 970,1048723456,1.0,4,4,0.779696,4.327895,5.2171093333332686e-05,0.029382373966666684,0.007222955996912392,0.17141287573186176
OpenCL,NVIDIA GeForce GTX 970,1048723456,2.0,4,4,0.774168,5.1308825,1.7939370666666637e-05,1.628550718425,0.004235489424690686,1.2761468247913326
OpenCL,NVIDIA GeForce GTX 970,1048723456,3.0,4,4,0.774616,4.33467,3.041851733333355e-05,0.05892655219999995,0.005515298480892358,0.24274791904360365
OpenCL,NVIDIA GeForce GTX 970,1048723456,4.0,4,4,0.778224,4.4332625,0.00011900416000000042,0.05413984855833324,0.010908902786256756,0.23267971239094576
OpenCL,NVIDIA GeForce GTX 970,1048723456,5.0,4,4,0.776592,4.3134225,1.91505066666666e-05,0.0195013446249999,0.0043761291876116505,0.13964721488450782
OpenCL,NVIDIA GeForce GTX 970,1048723456,6.0,4,4,0.776048,4.5216,6.117956266666675e-05,0.09843494140000009,0.00782173655057921,0.3137434324412227
OpenCL,NVIDIA GeForce GTX 970,1048723456,7.0,4,4,0.780344,4.33323,0.00011228731733333244,0.020352604466666747,0.010596571017708155,0.14266255453575316
OpenCL,NVIDIA GeForce GTX 970,1048723456,8.0,4,4,0.7775920000000001,4.3628800000000005,3.596654933333323e-05,0.009451003999999971,0.005997211796604588,0.09721627435774306
OpenCL,NVIDIA GeForce GTX 970,1048723456,9.0,4,4,0.781368,4.3773925,5.038378666666665e-05,0.035085880225000025,0.00709815375056547,0.18731225326977416
OpenCL,NVIDIA GeForce GTX 970,1048723456,10.0,4,4,0.778448,4.234355,3.906321066666629e-05,0.006210560299999969,0.0062500568530747215,0.07880710818193984
OpenCL,NVIDIA GeForce GTX 970,2341011456,1.0,7,7,1.7630585714285714,9.290978571428571,0.005112442380952379,0.01663921444761902,0.07150134530868897,0.12899307906868113
OpenCL,NVIDIA GeForce GTX 970,2341011456,2.0,7,7,1.783272857142857,9.67591,0.008837656723809519,0.3921820391999997,0.09400881194765477,0.6262443925497455
OpenCL,NVIDIA GeForce GTX 970,2341011456,3.0,7,7,1.75784,9.457522857142857,0.0050692901000000045,0.04587759599047603,0.07119894732367892,0.21419055999384293
OpenCL,NVIDIA GeForce GTX 970,2341011456,4.0,7,7,1.7182314285714286,9.820222857142856,0.00010366411428571349,0.8439368166571422,0.010181557556961188,0.9186603380233318
OpenCL,NVIDIA GeForce GTX 970,2341011456,5.0,7,7,1.7380200000000001,9.477197142857142,0.004845650933333342,0.7204998119904763,0.06961070990396048,0.8488226033692059
OpenCL,NVIDIA GeForce GTX 970,2341011456,6.0,7,7,1.7112671428571429,9.53413857142857,1.3272090476190455e-05,0.45771347114761896,0.003643088041235135,0.6765452469329889
OpenCL,NVIDIA GeForce GTX 970,2341011456,7.0,7,7,1.7181899999999999,9.587077142857142,0.0002444399333333324,0.5289487967571437,0.015634574932927737,0.7272886612323498
OpenCL,NVIDIA GeForce GTX 970,2341011456,8.0,7,7,1.7268471428571428,9.412498571428571,0.0003297446904761889,0.040988090180952556,0.018158873601525755,0.20245515597522468
OpenCL,NVIDIA GeForce GTX 970,2341011456,9.0,7,7,1.7135628571428572,9.25745,1.1207890476190841e-05,0.031211110800000042,0.0033478187639403123,0.17666666578616363
OpenCL,NVIDIA GeForce GTX 970,2341011456,10.0,7,7,1.7200285714285715,9.550252857142857,0.0002614087476190471,0.4200058398904767,0.016168139893600844,0.648078575398444
